name	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B	length
383	ADRB1	10	32	2	26	20	29	0	1	0	1	0	2	2863
384	ADRB2	36	59	24	66	54	30	39	63	8	26	19	32	2043
385	ADRB3	0	0	0	1	0	0	0	0	0	0	0	0	3673
386	ADRM1	236	786	299	740	439	541	379	608	285	730	218	693	5968
387	ADSL	147	434	136	401	275	310	497	592	213	683	215	549	20250
388	ADSS	390	1199	430	1247	583	632	445	540	300	717	286	756	43644
389	ADSSL1	197	702	299	624	325	394	78	125	48	102	40	88	17483
390	ADTRP	61	187	91	169	100	65	513	551	262	706	154	365	65394
391	AEBP1	1	5	2	2	1	1	126	145	120	290	36	97	10206
392	AEBP2	255	751	211	685	476	469	505	640	250	821	202	510	81660
393	AEN	229	870	253	911	375	564	827	897	476	1032	361	1001	10987
394	AES	249	851	346	1006	416	640	274	396	274	494	132	372	9465
395	AFAP1	1285	3588	1415	3667	1576	1757	821	964	475	1196	302	916	181215
396	AFAP1L1	332	772	335	720	550	462	295	374	134	293	188	578	40539
397	AFAP1L2	251	689	263	738	342	412	39	36	19	43	49	77	109956
398	AFDN	375	926	340	959	627	760	906	1137	499	1516	410	1380	137480
399	AFF1	606	1549	573	1601	933	1049	671	828	372	1068	272	759	134055
400	AFF2	2	1	1	3	2	2	202	138	78	166	53	133	281574
401	AFF3	22	33	12	21	43	14	457	445	209	411	233	561	558332
402	AFF4	740	1916	674	1864	1338	1623	1505	1972	727	2061	602	1995	88285
403	AFG1L	98	333	113	333	179	222	115	130	56	153	51	128	230912
404	AFG3L2	287	874	295	828	426	494	768	1103	521	1229	304	966	48334
405	AFM	0	2	0	0	0	0	2	2	0	2	1	1	22258
406	AFMID	74	229	60	211	97	148	219	331	155	328	136	358	20386
407	AFP	2	2	2	3	2	2	10	12	5	20	3	10	19568
408	AFTPH	209	748	209	703	389	492	384	446	209	597	115	306	68702
409	AGA	88	259	116	336	163	194	133	225	61	229	59	169	11731
410	AGAP1	1581	4242	1734	4281	2526	2812	2210	2780	1285	2746	1034	2711	359115
411	AGAP11	2	8	6	10	13	7	187	212	127	238	69	153	39464
412	AGAP2	70	198	117	229	115	155	93	126	114	182	47	154	13955
413	AGAP3	80	234	129	241	83	126	127	188	160	271	28	86	8962
414	AGAP4	1	2	0	0	0	0	1	0	0	0	0	0	21883
415	AGAP5	2	6	4	6	4	6	8	2	5	8	3	5	23523
416	AGAP6	4	7	3	9	6	3	9	10	13	8	1	14	22183
417	AGAP9	0	0	1	1	0	1	1	0	0	1	1	0	21786
418	AGBL1	5	12	8	12	21	21	123	125	57	146	47	102	949246
419	AGBL2	152	480	199	560	220	342	176	289	137	366	66	225	55787
420	AGBL3	148	456	139	386	238	249	142	186	84	190	54	169	149272
421	AGBL4	30	77	16	51	66	50	633	615	271	540	325	759	1491101
422	AGBL5	80	171	67	139	132	126	79	94	67	143	47	114	7914
423	AGER	0	0	0	0	0	0	0	0	0	0	0	0	3356
424	AGFG1	661	1995	542	1837	819	1000	659	884	315	1083	234	745	89052
425	AGFG2	508	1672	493	1598	1492	1708	503	632	172	390	382	791	29011
426	AGGF1	143	400	123	393	225	264	237	238	104	257	72	237	34851
427	AGK	199	571	153	566	303	327	508	578	189	547	191	638	103133
428	AGL	43	120	33	142	62	101	165	185	87	242	70	195	73050
429	AGMAT	24	61	25	62	46	31	0	0	0	0	0	0	13413
430	AGMO	150	239	118	239	223	182	41	43	23	51	22	56	361699
431	AGO1	97	278	118	276	183	166	278	390	181	463	102	274	41106
432	AGO2	1110	3113	1236	3161	1828	2353	2702	3502	1821	4253	1160	3756	115397
433	AGO3	191	413	153	467	264	328	477	531	247	657	135	500	125382
434	AGO4	100	266	104	284	151	164	105	122	52	133	27	95	49665
435	AGPAT1	0	0	0	0	0	0	0	0	0	0	0	0	7935
436	AGPAT2	120	406	186	438	248	287	152	218	140	268	48	160	14318
437	AGPAT3	283	790	370	721	488	520	3	10	2	4	9	25	62198
438	AGPAT4	272	866	283	814	423	537	963	1234	565	1463	533	1355	144052
439	AGPAT5	174	656	187	631	271	365	294	413	132	411	100	362	53148
440	AGPS	311	935	296	846	450	516	934	1175	475	1444	304	974	151095
441	AGR2	121	341	85	305	82	121	0	1	0	0	0	0	12476
442	AGR3	0	0	0	0	0	0	0	0	0	0	0	1	22585
443	AGRN	334	1239	644	1507	161	269	803	1143	1038	2068	188	546	35998
444	AGRP	0	0	0	3	0	0	0	0	0	0	4	1	1244
445	AGT	21	21	18	16	26	28	7	12	0	0	5	8	12069
446	AGTPBP1	401	1237	366	1141	579	721	434	604	194	733	212	597	195492
447	AGTR1	6	7	5	10	23	17	0	0	0	1	0	0	12825
448	AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	4269
449	AGTRAP	213	651	246	647	360	386	141	190	83	201	63	164	14688
450	AGXT	0	0	0	0	0	0	0	0	0	1	0	0	10376
451	AGXT2	0	0	0	0	0	0	3	3	1	1	0	6	50036
452	AHCTF1	484	1398	457	1393	730	863	1016	1152	527	1350	394	1120	92328
453	AHCY	428	1155	388	1134	645	739	839	1169	564	1257	402	1019	22743
454	AHCYL1	123	374	106	354	153	190	216	248	143	316	70	207	19796
455	AHCYL2	196	906	188	866	399	595	60	53	29	57	30	67	54570
456	AHDC1	287	742	371	812	632	690	532	470	404	666	206	500	69251
457	AHI1	291	990	310	1011	398	549	411	478	238	643	161	420	109983
458	AHNAK	244	701	236	589	1400	1788	1912	2795	920	1815	1153	2560	29787
459	AHNAK2	1018	2938	1355	2875	1375	1564	466	439	350	596	154	320	33234
460	AHR	749	2124	692	1808	667	690	7	2	1	3	10	2	47501
461	AHRR	434	1303	637	1375	738	906	452	553	307	608	213	521	134117
462	AHSA1	135	349	132	415	191	230	143	195	131	268	62	192	11444
463	AHSG	3	14	2	10	8	16	106	70	38	56	38	92	8397
464	AHSP	0	0	0	0	0	0	4	3	5	7	4	11	829
465	AICDA	15	27	11	19	40	23	0	0	0	1	2	0	10703
466	AIDA	208	617	218	596	374	412	314	349	204	437	101	297	44511
467	AIF1	0	0	0	0	0	0	0	0	0	0	0	0	1027
468	AIF1L	3	21	3	24	3	10	59	83	39	82	17	59	26678
469	AIFM1	22	82	24	93	28	57	13	21	7	22	9	23	8680
470	AIFM2	462	1274	655	1338	677	779	306	387	216	381	131	342	20669
471	AIFM3	87	259	154	316	150	200	78	79	56	69	46	101	14203
472	AIG1	119	405	122	362	218	275	231	247	112	284	87	234	129762
473	AIM2	0	0	0	1	0	0	0	2	1	3	0	3	14419
474	AIMP1	67	244	58	230	98	119	231	369	132	388	88	268	32720
475	AIMP2	219	542	224	553	353	377	599	600	257	629	268	573	13111
476	AIP	41	132	47	135	60	74	82	116	68	129	31	105	7594
477	AIPL1	0	0	0	3	0	2	0	0	0	0	0	1	9082
478	AIRE	1	7	1	6	1	0	1	0	0	1	0	1	12383
479	AJAP1	2	5	2	11	1	6	6	12	7	10	4	10	122751
480	AJM1	53	189	113	248	179	200	57	92	78	91	40	96	4841
481	AK1	61	162	69	170	72	88	38	44	23	50	14	36	7070
482	AK2	137	409	112	335	164	208	340	494	152	490	120	374	23869
483	AK3	97	201	65	240	148	124	31	31	13	33	16	32	16673
484	AK4	105	258	113	244	199	207	399	517	158	448	197	664	83144
485	AK5	154	325	160	337	277	234	451	417	259	637	122	293	277369
486	AK6	0	0	0	0	0	0	0	1	0	0	0	0	17858
487	AK7	169	395	144	394	190	236	8	3	6	7	10	14	97341
488	AK8	137	387	175	481	237	305	129	128	64	129	67	168	153235
489	AK9	45	133	43	132	73	97	97	89	45	100	51	121	59518
490	AKAIN1	0	0	0	0	0	0	4	4	1	3	4	9	53585
491	AKAP1	178	645	239	613	354	475	164	207	101	248	52	195	35572
492	AKAP10	554	1652	598	1618	999	1267	798	1044	433	1036	365	1016	73406
493	AKAP11	180	476	149	481	256	295	286	357	129	363	102	325	51116
494	AKAP12	218	420	126	331	725	734	161	159	51	141	59	150	33030
495	AKAP13	1502	3949	1452	3504	4584	4924	753	992	369	973	388	993	129410
496	AKAP14	0	3	1	3	0	1	0	0	0	0	0	0	7688
497	AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	10929
498	AKAP2	611	1230	488	1184	1423	1433	603	1008	333	807	281	984	47013
499	AKAP3	54	154	67	165	87	130	120	126	72	118	51	145	33541
500	AKAP4	0	0	0	0	0	0	0	0	0	0	0	2	9578
501	AKAP5	16	39	16	59	21	22	30	37	22	44	8	22	9006
502	AKAP6	229	525	238	487	336	281	105	115	48	121	45	120	503791
503	AKAP7	21	57	22	68	40	22	38	44	14	55	19	48	33378
504	AKAP8	345	1124	518	1187	682	842	686	981	487	1082	315	847	26282
505	AKAP8L	562	1292	583	1235	802	907	723	789	430	885	300	678	39075
506	AKAP9	364	1027	352	965	517	555	521	593	240	741	167	516	169800
507	AKIP1	71	288	76	303	106	140	203	289	176	437	66	212	8927
508	AKIRIN1	90	290	110	265	135	195	325	372	193	526	133	307	14823
509	AKIRIN2	222	701	235	720	335	457	310	380	163	418	134	410	27409
510	AKNA	139	442	158	394	216	208	277	406	180	425	119	363	51838
511	AKNAD1	23	58	27	76	79	84	88	111	27	73	89	179	41208
512	AKR1A1	121	390	133	442	160	189	391	467	238	562	152	398	19270
513	AKR1B1	2971	8476	4862	10934	2832	3475	159	194	111	257	132	169	16844
514	AKR1B10	687	2585	835	2846	1262	1569	5	5	5	9	10	16	13824
515	AKR1B15	108	274	149	301	109	136	0	4	0	1	3	1	30745
516	AKR1C1	304	764	269	698	583	582	3	4	0	2	3	0	14706
517	AKR1C2	336	1165	385	923	816	1059	1	2	0	0	1	1	4105
518	AKR1C3	454	932	302	897	667	615	2	2	3	2	7	2	3802
519	AKR1C4	4	3	4	6	6	4	3	1	0	3	0	1	22114
520	AKR1D1	3	4	2	4	8	3	7	5	0	8	1	5	41874
521	AKR1E2	388	1199	383	1123	586	723	128	137	53	148	46	119	21887
522	AKR7A2	63	222	112	226	185	192	120	211	123	208	71	223	9440
523	AKR7A3	6	19	13	24	12	17	2	6	5	9	3	16	6225
524	AKR7L	1	9	2	13	7	9	3	8	1	7	2	6	8142
525	AKT1	321	1120	369	989	470	666	320	463	275	603	112	261	24254
526	AKT1S1	333	1104	461	1179	535	755	459	478	290	638	177	416	7218
527	AKT2	430	1250	505	1335	667	823	310	451	241	549	116	350	35036
528	AKT3	0	0	0	0	0	0	0	0	0	1	0	0	343565
529	AKTIP	72	190	61	186	127	113	109	140	48	115	59	149	12266
530	ALAD	173	333	179	402	249	271	122	116	67	124	46	115	14810
531	ALAS1	81	189	69	227	113	118	225	194	135	332	80	193	16246
532	ALAS2	0	1	0	0	0	0	0	1	0	0	1	2	22011
533	ALB	0	1	0	1	2	2	0	0	0	1	1	0	17247
534	ALCAM	1173	3554	1049	3418	2269	2783	4736	6107	829	2232	1994	5019	158676
535	ALDH16A1	104	439	122	397	163	259	127	200	143	215	70	211	17834
536	ALDH18A1	244	678	287	801	415	545	531	683	317	695	210	643	50595
537	ALDH1A1	6733	16631	5780	15644	10038	9673	6	39	19	22	59	13	52657
538	ALDH1A2	7	17	1	14	5	14	9	18	3	12	5	13	60675
539	ALDH1A3	36	144	49	145	79	73	6	15	3	10	3	13	36936
540	ALDH1B1	149	328	185	361	168	197	190	229	136	332	57	178	6003
541	ALDH1L1	7	16	4	15	7	7	289	304	202	398	101	257	77243
542	ALDH1L2	44	138	51	181	57	108	385	411	174	376	162	444	64781
543	ALDH2	381	1018	302	931	695	921	138	158	89	218	50	115	43100
544	ALDH3A1	575	2222	705	1999	1147	1623	67	85	28	93	27	81	7477
545	ALDH3A2	312	952	313	855	742	747	114	135	56	152	65	211	28842
546	ALDH3B1	2530	8267	2624	7337	4196	5316	927	1135	621	1128	280	646	18979
547	ALDH3B2	1	1	0	0	0	0	0	0	0	0	0	0	12680
548	ALDH4A1	38	141	68	165	49	74	66	106	75	160	29	97	19463
549	ALDH5A1	73	154	62	150	106	111	51	50	30	51	15	45	42240
550	ALDH6A1	83	178	92	192	112	135	231	259	171	269	110	262	26833
551	ALDH7A1	158	599	167	651	343	365	630	740	255	660	244	624	53551
552	ALDH8A1	24	50	11	42	28	37	67	66	48	104	26	86	32734
553	ALDH9A1	121	415	155	403	240	236	222	251	147	366	74	272	36453
554	ALDOA	250	846	363	861	303	478	145	172	149	280	85	181	4749
555	ALDOB	0	0	0	0	0	0	0	0	0	0	0	0	15222
556	ALDOC	54	235	49	224	118	137	165	194	100	249	61	184	3820
557	ALG1	17	80	36	80	45	49	51	70	36	89	11	75	15133
558	ALG10	3	11	5	18	6	7	25	20	5	19	6	16	6023
559	ALG10B	13	29	9	22	14	17	27	25	9	27	6	30	12973
560	ALG11	59	225	67	185	118	136	181	198	103	188	74	189	17259
561	ALG12	83	242	113	285	115	191	183	226	127	247	114	233	15256
562	ALG13	21	84	24	61	43	37	50	53	16	80	10	49	7145
563	ALG14	158	351	129	314	223	163	356	348	160	348	115	344	90230
564	ALG1L	0	0	0	0	0	0	0	0	0	1	0	0	7771
565	ALG1L2	0	0	0	1	0	0	0	0	0	1	0	0	16561
566	ALG2	223	366	355	420	376	344	210	206	180	195	109	241	5541
567	ALG3	98	369	123	363	180	240	403	446	161	390	98	372	6644
568	ALG5	202	609	148	599	267	345	340	456	184	455	158	414	49599
569	ALG6	34	127	35	122	62	82	129	132	64	161	47	139	70974
570	ALG8	257	651	175	750	359	339	738	846	365	828	274	812	38713
571	ALG9	169	461	141	490	287	310	574	692	306	773	197	550	89088
572	ALK	1	3	2	2	0	0	0	1	0	1	1	0	31128
573	ALKAL1	25	88	47	82	37	76	4	6	5	7	2	6	31426
574	ALKAL2	0	3	0	2	0	1	10	3	1	8	1	15	8749
575	ALKBH1	237	592	207	580	335	391	445	510	185	438	174	502	35609
576	ALKBH2	71	247	107	242	124	178	75	82	46	82	41	102	5302
577	ALKBH3	154	438	139	376	208	260	192	247	109	240	105	240	39470
578	ALKBH4	67	188	91	207	144	151	98	73	96	114	45	95	8656
579	ALKBH5	381	1186	445	1246	662	839	325	342	227	516	122	310	26403
580	ALKBH6	175	543	232	584	289	372	188	217	125	297	75	150	5120
581	ALKBH7	31	95	24	81	34	62	87	63	62	77	21	43	2819
582	ALKBH8	90	240	79	215	128	171	284	312	151	367	89	301	63010
583	ALLC	2	13	4	11	2	6	4	4	3	5	0	2	44477
584	ALMS1	289	918	282	912	437	485	763	868	375	1005	276	815	224163
585	ALOX12	0	3	1	4	4	3	1	2	0	7	0	1	14673
586	ALOX12B	16	54	20	57	33	42	7	12	7	11	3	8	15069
587	ALOX15	2	1	3	2	0	2	0	1	0	0	1	1	10756
588	ALOX15B	1	0	0	3	5	8	1	4	1	1	1	9	10096
589	ALOX5	0	0	0	0	0	0	0	0	0	0	0	0	71955
590	ALOX5AP	35	36	9	21	216	152	390	328	25	19	130	283	28922
591	ALOXE3	16	66	24	50	36	30	81	91	36	88	23	41	22644
592	ALPI	0	0	0	0	0	0	0	0	0	0	0	0	4635
593	ALPK1	235	606	215	614	333	378	338	258	157	348	124	344	145277
594	ALPK2	1691	4439	1708	4639	1605	1482	986	1364	512	1421	263	864	147712
595	ALPK3	259	641	288	672	343	368	33	68	22	110	14	54	56804
596	ALPL	2	1	0	1	4	11	358	638	87	350	155	564	69056
597	ALPP	0	1	0	1	9	4	55	84	5	2	40	77	4357
598	ALPPL2	0	0	0	0	0	0	0	0	0	0	0	0	3874
599	ALS2	95	303	96	295	173	186	233	333	140	346	97	310	21717
600	ALS2CL	187	609	210	590	309	385	186	257	124	252	59	136	24663
601	ALS2CR12	22	58	9	40	25	30	40	44	23	45	23	56	69129
602	ALX1	37	142	33	121	59	52	1	0	0	3	0	0	21528
603	ALX3	0	0	0	0	0	0	0	0	0	1	0	0	10327
604	ALX4	119	283	103	303	117	108	82	85	31	74	43	104	49440
605	ALYREF	149	330	200	425	174	314	270	218	147	204	119	305	3753
606	AMACR	175	427	167	485	253	280	250	272	115	284	114	284	21131
607	AMBN	0	0	0	0	0	0	0	0	0	0	0	1	15032
608	AMBP	10	12	6	13	8	10	0	1	0	1	0	0	18347
609	AMBRA1	906	2498	859	2438	1278	1617	1033	1315	537	1584	435	1315	194954
610	AMD1	149	471	156	420	305	363	296	422	139	409	141	379	20931
611	AMDHD1	38	131	35	130	50	78	5	9	2	11	2	11	25301
612	AMDHD2	95	435	148	405	204	296	173	267	142	342	81	209	9371
613	AMELX	0	0	0	0	0	0	0	0	0	0	0	0	7350
614	AMELY	0	0	0	0	0	0	0	0	0	0	0	0	8111
615	AMER1	89	329	121	340	152	189	327	442	157	412	232	706	20629
616	AMER2	0	0	0	0	0	0	0	1	0	0	2	0	10490
617	AMER3	0	0	0	0	0	0	0	0	0	0	0	1	11845
618	AMFR	372	1027	370	978	701	764	510	636	303	870	226	585	63545
619	AMH	111	490	210	407	209	271	132	164	107	184	52	193	2796
620	AMHR2	3	11	2	14	1	2	4	7	1	3	1	2	7819
621	AMIGO1	15	45	27	35	14	18	19	45	38	78	12	37	5578
622	AMIGO2	1136	2478	1377	2556	1615	1678	377	400	439	1202	73	173	3353
623	AMIGO3	176	673	235	739	315	512	326	397	258	503	130	395	2973
624	AMMECR1	268	596	209	666	487	495	194	227	89	234	113	259	123968
625	AMMECR1L	94	283	89	281	150	219	356	434	178	601	120	384	23232
626	AMN	13	71	15	67	27	33	5	17	6	10	1	10	8188
627	AMN1	105	288	110	373	148	216	274	332	85	241	83	250	58039
628	AMOT	1	2	0	5	2	2	99	133	54	184	63	198	48251
629	AMOTL1	296	900	325	840	381	370	582	664	365	909	431	1230	108413
630	AMOTL2	1121	2726	1076	2850	993	934	2014	2518	1419	3317	487	1615	19242
631	AMPD1	0	0	0	3	0	0	3	1	2	3	0	2	22522
632	AMPD2	42	156	58	162	48	85	117	193	146	392	22	104	6630
633	AMPD3	562	1155	554	1189	609	705	11	13	4	14	7	14	46450
634	AMPH	9	17	7	22	16	25	515	608	279	693	161	528	247873
635	AMT	39	76	28	77	27	51	28	32	37	60	17	20	5902
636	AMTN	3	3	1	2	2	1	0	0	0	4	0	0	14173
637	AMY1A	0	0	0	0	0	0	0	0	0	0	0	0	8873
638	AMY1B	0	0	0	0	0	0	0	0	0	0	0	0	8850
639	AMY1C	0	0	0	0	0	0	0	0	0	0	0	0	8906
640	AMY2A	1	0	0	0	0	0	1	0	0	0	1	0	8450
641	AMY2B	79	202	59	183	105	109	138	112	41	164	50	113	24892
642	AMZ1	1	10	2	11	3	2	34	56	25	92	21	84	28329
643	AMZ2	63	192	57	183	100	131	78	62	28	88	32	74	9162
644	ANAPC1	47	159	42	168	89	103	148	277	94	243	70	350	116529
645	ANAPC10	174	503	174	503	230	343	297	374	158	395	119	382	102809
646	ANAPC11	125	471	175	436	244	274	237	264	129	253	124	240	8608
647	ANAPC13	106	337	132	347	173	257	299	299	138	271	85	287	8287
648	ANAPC15	71	185	82	194	113	109	100	96	69	133	46	113	2647
649	ANAPC16	176	519	188	501	271	339	252	289	128	324	112	274	19862
650	ANAPC2	290	837	336	830	450	551	347	355	219	434	158	439	13823
651	ANAPC4	115	376	98	354	183	213	192	213	99	254	66	192	41274
652	ANAPC5	198	627	192	642	426	441	351	476	166	531	152	528	44219
653	ANAPC7	191	638	286	673	341	513	372	461	203	495	142	474	28265
654	ANG	11	36	20	33	23	38	8	6	1	10	4	10	5415
655	ANGEL1	149	490	176	490	337	362	190	262	100	284	90	253	25699
656	ANGEL2	248	638	300	655	397	446	311	419	196	396	155	418	23329
657	ANGPT1	9	19	9	24	5	17	1	2	0	2	0	1	87035
658	ANGPT2	1	4	0	0	1	0	8	1	1	1	1	4	63614
659	ANGPT4	0	2	0	1	0	0	16	9	4	3	3	5	46437
660	ANGPTL1	0	0	0	0	1	3	0	0	0	0	0	0	21547
661	ANGPTL2	0	0	0	0	1	0	67	50	44	85	24	64	35418
662	ANGPTL3	0	0	0	0	0	0	0	0	0	0	0	0	8820
663	ANGPTL4	35	54	6	15	257	255	1	6	2	1	1	6	10250
664	ANGPTL5	40	61	43	65	39	66	16	8	12	13	10	20	25850
665	ANGPTL6	4	37	13	51	17	21	12	9	5	20	12	4	10320
666	ANGPTL7	1	0	0	0	0	0	0	0	0	0	0	0	6694
667	ANGPTL8	0	0	0	0	0	2	0	0	0	0	0	0	2326
668	ANHX	0	0	0	0	0	0	4	6	2	7	1	11	17526
669	ANK1	15	40	16	28	17	34	8	8	5	3	9	21	12063
670	ANK2	32	77	26	101	55	34	36	54	18	60	24	74	90903
671	ANK3	161	344	128	316	473	475	103	150	24	103	44	135	114720
672	ANKAR	45	176	56	137	87	101	169	201	82	219	59	179	70667
673	ANKDD1A	35	109	45	116	80	51	112	109	46	118	65	162	46800
674	ANKDD1B	115	276	87	254	187	176	89	89	39	92	35	100	60372
675	ANKEF1	176	564	147	507	280	325	83	70	22	99	31	89	21765
676	ANKFN1	22	68	19	61	34	33	340	370	122	237	140	440	329173
677	ANKFY1	721	2088	851	2162	1197	1548	683	828	435	1069	318	812	100031
678	ANKH	257	826	262	803	366	460	524	606	266	738	192	626	166987
679	ANKHD1	196	588	188	644	272	356	180	199	108	287	78	184	70665
680	ANKHD1-EIF4EBP3	545	1600	487	1628	780	958	429	481	249	616	164	479	147766
681	ANKIB1	345	1034	312	940	519	570	700	765	348	1045	233	661	155152
682	ANKK1	14	17	15	27	36	23	8	3	4	14	3	13	12629
683	ANKLE1	17	56	21	45	14	31	21	22	11	36	9	40	6003
684	ANKLE2	823	2092	1103	2118	1117	1264	1383	1898	1025	2277	606	1551	36223
685	ANKMY1	213	617	244	602	299	388	230	294	201	300	106	246	36085
686	ANKMY2	176	551	190	592	275	354	150	141	103	236	57	145	46043
687	ANKRA2	127	387	128	380	231	307	96	164	59	117	38	172	13488
688	ANKRD1	51	110	48	126	184	98	5132	7125	987	2396	809	2594	9177
689	ANKRD10	185	584	243	578	317	365	265	370	182	381	121	332	22417
690	ANKRD11	2515	7376	3110	7168	4979	6306	5236	6743	2922	6427	2675	7295	222942
691	ANKRD12	611	1811	539	1717	811	990	1612	1704	726	1963	486	1370	148424
692	ANKRD13A	129	363	136	323	189	233	104	101	69	179	18	64	40004
693	ANKRD13B	37	132	62	156	75	79	37	32	39	74	12	39	21254
694	ANKRD13C	231	730	315	785	347	459	552	712	289	856	229	656	95734
695	ANKRD13D	270	766	311	784	369	438	213	260	207	452	66	166	13195
696	ANKRD16	165	340	129	360	181	228	108	127	56	93	39	125	11812
697	ANKRD17	505	1485	405	1424	775	895	1958	2459	907	2828	775	2789	149150
698	ANKRD18A	69	217	137	188	113	183	38	37	27	39	14	30	49298
699	ANKRD18B	5	20	6	22	9	8	2	0	1	1	0	1	51031
700	ANKRD2	31	83	44	64	65	55	61	61	41	72	16	50	11387
701	ANKRD20A1	0	0	0	0	0	0	1	0	0	0	0	0	43081
702	ANKRD20A2	0	1	0	0	0	0	0	0	0	0	0	0	43109
703	ANKRD20A3	0	0	0	0	0	0	0	0	0	0	0	0	43540
704	ANKRD20A4	0	0	0	0	0	0	0	0	0	0	0	0	43130
705	ANKRD22	36	130	23	123	136	124	0	0	0	0	1	0	32078
706	ANKRD23	101	264	107	253	138	177	145	157	109	191	36	129	6109
707	ANKRD24	21	111	46	94	52	61	31	39	20	35	18	27	41462
708	ANKRD26	243	766	275	793	352	555	335	428	208	482	136	372	96384
709	ANKRD27	707	1912	828	2122	1082	1318	592	785	465	1046	218	601	78197
710	ANKRD29	244	564	203	499	440	573	29	42	23	38	15	30	63961
711	ANKRD30A	129	451	114	389	262	267	1	26	1	15	2	4	106712
712	ANKRD30B	7	27	11	34	8	10	4	4	2	8	3	6	104500
713	ANKRD30BL	0	0	0	0	0	0	0	0	0	0	0	1	14363
714	ANKRD31	56	189	84	202	113	116	227	288	141	296	100	277	168583
715	ANKRD33	0	0	0	0	0	0	1	1	0	1	0	0	3714
716	ANKRD33B	69	402	88	356	235	351	977	1380	334	908	526	1326	93495
717	ANKRD34A	130	280	196	341	167	292	211	251	174	332	69	176	5143
718	ANKRD34B	1	7	6	6	9	10	5	9	1	9	1	12	13732
719	ANKRD34C	0	0	0	1	0	1	1	0	1	0	0	1	15437
720	ANKRD35	3	17	4	14	25	34	6	8	2	1	1	2	19308
721	ANKRD36	0	0	0	1	0	0	0	0	0	2	0	0	5798
722	ANKRD36B	12	15	32	22	20	20	41	21	24	14	25	15	5453
723	ANKRD36C	18	61	21	48	29	24	54	35	32	44	22	53	142774
724	ANKRD37	6	19	6	14	10	8	4	6	5	8	0	6	3561
725	ANKRD39	78	181	73	251	115	122	161	201	115	247	82	148	10036
726	ANKRD40	331	998	355	1005	634	611	478	569	236	511	195	506	14721
727	ANKRD42	18	69	18	67	33	39	34	31	19	38	9	17	21463
728	ANKRD44	85	252	78	274	160	188	455	547	221	503	246	752	211328
729	ANKRD45	1	2	0	1	1	2	7	3	4	12	2	8	61528
730	ANKRD46	168	637	209	580	327	373	201	231	121	290	61	230	38941
731	ANKRD49	46	108	24	108	44	66	78	71	26	84	31	73	5593
732	ANKRD50	582	1305	544	1174	848	840	480	545	293	574	162	409	48682
733	ANKRD52	455	1264	543	1327	773	843	543	681	450	916	200	524	20554
734	ANKRD53	2	10	6	3	4	6	6	3	1	1	1	2	7056
735	ANKRD54	123	321	144	371	176	249	316	309	167	373	127	326	13594
736	ANKRD55	33	56	40	57	29	33	9	7	3	2	7	11	133681
737	ANKRD6	57	154	52	150	97	103	43	34	29	44	23	45	66998
738	ANKRD60	31	153	56	152	58	84	54	114	88	122	49	118	12529
739	ANKRD61	1	15	2	13	8	10	9	7	7	15	0	5	5178
740	ANKRD62	0	2	0	0	0	1	7	1	0	6	2	1	35917
741	ANKRD63	13	22	9	27	3	8	45	32	27	36	13	24	4216
742	ANKRD65	0	2	1	1	2	0	4	7	2	8	0	3	3026
743	ANKRD66	0	0	0	0	0	0	3	0	0	0	0	0	12303
744	ANKRD7	1	1	5	3	0	3	4	8	3	7	2	7	18075
745	ANKRD9	89	319	148	329	196	202	102	132	96	194	58	121	6159
746	ANKS1A	423	1000	393	1003	575	691	1239	1393	657	1482	531	1458	202154
747	ANKS1B	26	71	19	65	43	56	30	40	14	38	18	68	150924
748	ANKS3	190	569	277	614	348	416	373	444	224	502	162	428	37653
749	ANKS4B	2	7	0	2	1	1	0	0	0	0	1	0	18736
750	ANKS6	381	1034	399	940	555	623	549	560	288	670	157	435	64535
751	ANKUB1	8	16	8	7	4	3	19	17	15	18	13	24	26197
752	ANKZF1	56	145	81	151	63	132	52	92	32	58	21	57	6783
753	ANLN	315	1341	293	1253	599	750	2724	3562	1096	3325	862	2619	63990
754	ANO1	13	42	12	48	26	38	86	85	26	54	71	178	111245
755	ANO10	390	1017	359	1010	539	600	601	728	326	700	291	701	255602
756	ANO2	18	33	20	31	36	8	6217	9755	3094	11130	2370	8558	382610
757	ANO3	2	4	1	2	3	3	139	196	56	202	59	193	189389
758	ANO4	1	8	2	22	10	7	181	220	65	231	73	168	226997
759	ANO5	107	321	84	280	149	188	115	129	55	154	45	119	90193
760	ANO6	453	1398	401	1233	731	818	1298	1497	565	1616	508	1630	139670
761	ANO7	0	3	0	0	0	2	1	2	2	2	2	0	7658
762	ANO8	78	215	94	222	116	148	74	62	61	118	22	46	11608
763	ANO9	7	41	13	26	5	18	1	20	0	13	1	20	24083
764	ANOS1	10	13	10	13	4	8	303	366	164	378	104	299	203315
765	ANP32A	580	1890	749	2144	960	1267	941	1270	709	1661	399	906	42389
